Year;Site;Var;Ridge;Plant;Emergence_Date;PlantNb
2021;Godet;Florido;11;6;27/05/2021;20
2021;Godet;Florido;11;7;27/05/2021;20
2021;Godet;Florido;11;8;01/06/2021;20
2021;Godet;Florido;11;9;30/06/2021;20
2021;Godet;Florido;11;10;10/06/2021;20
2021;Godet;Florido;12;1;03/06/2021;20
2021;Godet;Florido;12;2;28/05/2021;20
2021;Godet;Florido;12;3;03/06/2021;20
2021;Godet;Florido;12;4;09/06/2021;20
2021;Godet;Florido;12;5;03/06/2021;20
2021;Godet;Florido;12;6;03/06/2021;20
2021;Godet;Florido;12;7;03/06/2021;20
2021;Godet;Florido;12;8;04/06/2021;20
2021;Godet;Florido;12;9;01/06/2021;20
2021;Godet;Florido;12;10;10/06/2021;20
2021;Godet;HYB5;13;1;10/07/2021;20
2021;Godet;HYB5;13;2;13/06/2021;20
2021;Godet;HYB5;13;3;08/07/2021;20
2021;Godet;HYB5;13;4;30/06/2021;20
2021;Godet;HYB5;13;5;03/07/2021;20
2021;Godet;HYB5;13;6;29/06/2021;20
2021;Godet;HYB5;13;7;05/07/2021;20
2021;Godet;HYB5;13;8;25/07/2021;20
2021;Godet;HYB5;13;9;17/06/2021;20
2021;Godet;HYB5;13;10;17/07/2021;20
2021;Godet;HYB5;14;1;12/06/2021;20
2021;Godet;HYB5;14;2;17/06/2021;20
2021;Godet;HYB5;14;3;04/07/2021;20
2021;Godet;HYB5;14;4;27/06/2021;20
2021;Godet;HYB5;14;5;22/06/2021;20
2021;Godet;HYB5;14;6;19/06/2021;20
2021;Godet;HYB5;14;7;24/06/2021;20
2021;Godet;HYB5;14;8;20/06/2021;20
2021;Godet;HYB5;14;9;21/06/2021;20
2021;Godet;HYB5;14;10;24/06/2021;20
2021;Godet;Oriental;7;1;;20
2021;Godet;Oriental;7;2;15/06/2021;20
2021;Godet;Oriental;7;3;01/07/2021;20
2021;Godet;Oriental;7;4;05/07/2021;20
2021;Godet;Oriental;7;5;16/07/2021;20
2021;Godet;Oriental;7;6;13/06/2021;20
2021;Godet;Oriental;7;7;03/06/2021;20
2021;Godet;Oriental;7;8;06/06/2021;20
2021;Godet;Oriental;7;9;19/06/2021;20
2021;Godet;Oriental;7;10;22/06/2021;20
2021;Godet;Oriental;8;1;17/06/2021;20
2021;Godet;Oriental;8;2;15/06/2021;20
2021;Godet;Oriental;8;3;12/06/2021;20
2021;Godet;Oriental;8;4;18/06/2021;20
2021;Godet;Oriental;8;5;17/06/2021;20
2021;Godet;Oriental;8;6;11/06/2021;20
2021;Godet;Oriental;8;7;18/06/2021;20
2021;Godet;Oriental;8;8;18/06/2021;20
2021;Godet;Oriental;8;9;27/05/2021;20
2021;Godet;Oriental;8;10;04/06/2021;20
2021;Godet;Sea190;5;1;10/06/2021;20
2021;Godet;Sea190;5;2;03/07/2021;20
2021;Godet;Sea190;5;3;17/06/2021;20
2021;Godet;Sea190;5;4;10/06/2021;20
2021;Godet;Sea190;5;5;17/06/2021;20
2021;Godet;Sea190;5;6;28/06/2021;20
2021;Godet;Sea190;5;7;13/06/2021;20
2021;Godet;Sea190;5;8;28/06/2021;20
2021;Godet;Sea190;5;9;26/06/2021;20
2021;Godet;Sea190;5;10;26/06/2021;20
2021;Godet;Sea190;6;1;29/06/2021;20
2021;Godet;Sea190;6;2;24/06/2021;20
2021;Godet;Sea190;6;3;13/06/2021;20
2021;Godet;Sea190;6;4;26/06/2021;20
2021;Godet;Sea190;6;5;08/06/2021;20
2021;Godet;Sea190;6;6;05/06/2021;20
2021;Godet;Sea190;6;7;27/06/2021;20
2021;Godet;Sea190;6;8;27/06/2021;20
2021;Godet;Sea190;6;9;22/06/2021;20
2021;Godet;Sea190;6;10;27/06/2021;20
2021;Godet;Tiviolet;15;1;20/06/2021;20
2021;Godet;Tiviolet;15;2;19/06/2021;20
2021;Godet;Tiviolet;15;3;09/06/2021;20
2021;Godet;Tiviolet;15;4;15/06/2021;20
2021;Godet;Tiviolet;15;5;01/06/2021;20
2021;Godet;Tiviolet;15;6;13/06/2021;20
2021;Godet;Tiviolet;15;7;14/06/2021;20
2021;Godet;Tiviolet;15;8;17/06/2021;20
2021;Godet;Tiviolet;15;9;13/06/2021;20
2021;Godet;Tiviolet;15;10;20/06/2021;20
2021;Godet;Tiviolet;16;1;03/06/2021;20
2021;Godet;Tiviolet;16;2;09/06/2021;20
2021;Godet;Tiviolet;16;3;09/06/2021;20
2021;Godet;Tiviolet;16;4;10/06/2021;20
2021;Godet;Tiviolet;16;5;13/06/2021;20
2021;Godet;Tiviolet;16;6;13/06/2021;20
2021;Godet;Tiviolet;16;7;20/06/2021;20
2021;Godet;Tiviolet;16;8;11/06/2021;20
2021;Godet;Tiviolet;16;9;11/06/2021;20
2021;Godet;Tiviolet;16;10;17/06/2021;20
2021;Godet;Kinabayo;13;1;12/06/2021;20
2021;Godet;Kinabayo;13;2;22/07/2021;20
2021;Godet;Kinabayo;13;3;16/06/2021;20
2021;Godet;Kinabayo;13;4;26/06/2021;20
2021;Godet;Kinabayo;13;5;10/07/2021;20
2021;Godet;Kinabayo;13;6;21/06/2021;20
2021;Godet;Kinabayo;13;7;26/06/2021;20
2021;Godet;Kinabayo;13;8;04/07/2021;20
2021;Godet;Kinabayo;13;9;13/06/2021;20
2021;Godet;Kinabayo;13;10;27/06/2021;20
2021;Godet;Kinabayo;14;1;21/06/2021;20
2021;Godet;Kinabayo;14;2;10/06/2021;20
2021;Godet;Kinabayo;14;3;27/06/2021;20
2021;Godet;Kinabayo;14;4;03/07/2021;20
2021;Godet;Kinabayo;14;5;11/06/2021;20
2021;Godet;Kinabayo;14;6;27/06/2021;20
2021;Godet;Kinabayo;14;7;14/07/2021;20
2021;Godet;Kinabayo;14;8;30/06/2021;20
2021;Godet;Kinabayo;14;9;08/07/2021;20
2021;Godet;Kinabayo;14;10;08/07/2021;20
2021;Godet;Kabusa;15;1;17/06/2021;20
2021;Godet;Kabusa;15;2;03/07/2021;20
2021;Godet;Kabusa;15;3;11/06/2021;20
2021;Godet;Kabusa;15;4;27/06/2021;20
2021;Godet;Kabusa;15;5;19/06/2021;20
2021;Godet;Kabusa;15;6;12/06/2021;20
2021;Godet;Kabusa;15;7;19/06/2021;20
2021;Godet;Kabusa;15;8;13/06/2021;20
2021;Godet;Kabusa;15;9;13/06/2021;20
2021;Godet;Kabusa;15;10;20/06/2021;20
2021;Godet;Kabusa;16;1;22/06/2021;20
2021;Godet;Kabusa;16;2;13/06/2021;20
2021;Godet;Kabusa;16;3;29/06/2021;20
2021;Godet;Kabusa;16;4;25/06/2021;20
2021;Godet;Kabusa;16;5;19/06/2021;20
2021;Godet;Kabusa;16;6;23/06/2021;20
2021;Godet;Kabusa;16;7;13/06/2021;20
2021;Godet;Kabusa;16;8;23/06/2021;20
2021;Godet;Kabusa;16;9;30/06/2021;20
2021;Godet;Kabusa;16;10;03/07/2021;20
2021;Godet;StVincent;9;1;13/06/2021;20
2021;Godet;StVincent;9;2;08/06/2021;20
2021;Godet;StVincent;9;3;30/06/2021;20
2021;Godet;StVincent;9;4;18/07/2021;20
2021;Godet;StVincent;9;5;27/06/2021;20
2021;Godet;StVincent;9;6;20/06/2021;20
2021;Godet;StVincent;9;7;24/06/2021;20
2021;Godet;StVincent;9;8;03/07/2021;20
2021;Godet;StVincent;9;9;24/06/2021;20
2021;Godet;StVincent;9;10;05/06/2021;20
2021;Godet;StVincent;10;1;27/06/2021;20
2021;Godet;StVincent;10;2;19/06/2021;20
2021;Godet;StVincent;10;3;15/06/2021;20
2021;Godet;StVincent;10;4;19/06/2021;20
2021;Godet;StVincent;10;5;11/06/2021;20
2021;Godet;StVincent;10;6;05/06/2021;20
2021;Godet;StVincent;10;7;21/06/2021;20
2021;Godet;StVincent;10;8;16/06/2021;20
2021;Godet;StVincent;10;9;29/06/2021;20
2021;Godet;StVincent;10;10;16/06/2021;20
2021;Godet;INRAX154;13;1;03/07/2021;20
2021;Godet;INRAX154;13;2;07/07/2021;20
2021;Godet;INRAX154;13;3;03/07/2021;20
2021;Godet;INRAX154;13;4;03/07/2021;20
2021;Godet;INRAX154;13;5;24/07/2021;20
2021;Godet;INRAX154;13;6;20/07/2021;20
2021;Godet;INRAX154;13;7;18/07/2021;20
2021;Godet;INRAX154;13;8;17/06/2021;20
2021;Godet;INRAX154;13;9;19/06/2021;20
2021;Godet;INRAX154;13;10;26/06/2021;20
2021;Godet;INRAX154;14;1;27/06/2021;20
2021;Godet;INRAX154;14;2;29/06/2021;20
2021;Godet;INRAX154;14;3;04/07/2021;20
2021;Godet;INRAX154;14;4;03/07/2021;20
2021;Godet;INRAX154;14;5;28/06/2021;20
2021;Godet;INRAX154;14;6;04/06/2021;20
2021;Godet;INRAX154;14;7;04/06/2021;20
2021;Godet;INRAX154;14;8;07/07/2021;20
2021;Godet;INRAX154;14;9;05/06/2021;20
2021;Godet;INRAX154;14;10;05/06/2021;20
2021;Godet;A14;9;1;27/06/2021;20
2021;Godet;A14;9;2;20/06/2021;20
2021;Godet;A14;9;3;26/06/2021;20
2021;Godet;A14;9;4;03/07/2021;20
2021;Godet;A14;9;5;27/06/2021;20
2021;Godet;A14;9;6;30/06/2021;20
2021;Godet;A14;9;7;20/06/2021;20
2021;Godet;A14;9;8;15/06/2021;20
2021;Godet;A14;9;9;24/06/2021;20
2021;Godet;A14;9;10;29/06/2021;20
2021;Godet;A14;10;1;17/07/2021;20
2021;Godet;A14;10;2;20/06/2021;20
2021;Godet;A14;10;3;28/06/2021;20
2021;Godet;A14;10;4;22/06/2021;20
2021;Godet;A14;10;5;23/06/2021;20
2021;Godet;A14;10;6;24/06/2021;20
2021;Godet;A14;10;7;03/07/2021;20
2021;Godet;A14;10;8;15/06/2021;20
2021;Godet;A14;10;9;13/06/2021;20
2021;Godet;A14;10;10;29/06/2021;20
2021;Godet;ToufiTetea;5;1;14/06/2021;20
2021;Godet;ToufiTetea;5;2;11/06/2021;20
2021;Godet;ToufiTetea;5;3;17/06/2021;20
2021;Godet;ToufiTetea;5;4;12/06/2021;20
2021;Godet;ToufiTetea;5;5;13/06/2021;20
2021;Godet;ToufiTetea;5;6;14/06/2021;20
2021;Godet;ToufiTetea;5;7;14/06/2021;20
2021;Godet;ToufiTetea;5;8;05/06/2021;20
2021;Godet;ToufiTetea;5;9;07/06/2021;20
2021;Godet;ToufiTetea;5;10;13/06/2021;20
2021;Godet;ToufiTetea;6;1;13/06/2021;20
2021;Godet;ToufiTetea;6;2;10/06/2021;20
2021;Godet;ToufiTetea;6;3;10/06/2021;20
2021;Godet;ToufiTetea;6;4;06/06/2021;20
2021;Godet;ToufiTetea;6;5;11/06/2021;20
2021;Godet;ToufiTetea;6;6;12/06/2021;20
2021;Godet;ToufiTetea;6;7;22/06/2021;20
2021;Godet;ToufiTetea;6;8;15/06/2021;20
2021;Godet;ToufiTetea;6;9;14/06/2021;20
2021;Godet;ToufiTetea;6;10;13/06/2021;20
2021;Godet;A6;3;1;29/06/2021;20
2021;Godet;A6;3;2;23/06/2021;20
2021;Godet;A6;3;3;25/06/2021;20
2021;Godet;A6;3;4;25/06/2021;20
2021;Godet;A6;3;5;24/06/2021;20
2021;Godet;A6;3;6;29/06/2021;20
2021;Godet;A6;3;7;15/06/2021;20
2021;Godet;A6;3;8;20/06/2021;20
2021;Godet;A6;3;9;26/06/2021;20
2021;Godet;A6;3;10;20/06/2021;20
2021;Godet;A6;4;1;15/06/2021;20
2021;Godet;A6;4;2;20/06/2021;20
2021;Godet;A6;4;3;22/06/2021;20
2021;Godet;A6;4;4;02/07/2021;20
2021;Godet;A6;4;5;13/06/2021;20
2021;Godet;A6;4;6;08/06/2021;20
2021;Godet;A6;4;7;20/06/2021;20
2021;Godet;A6;4;8;25/06/2021;20
2021;Godet;A6;4;9;06/06/2021;20
2021;Godet;A6;4;10;11/06/2021;20
2021;Godet;Goana;11;1;01/06/2021;20
2021;Godet;Goana;11;2;29/05/2021;20
2021;Godet;Goana;11;3;28/05/2021;20
2021;Godet;Goana;11;4;07/06/2021;20
2021;Godet;Goana;11;5;31/05/2021;20
2021;Godet;Goana;11;6;02/06/2021;20
2021;Godet;Goana;11;7;11/06/2021;20
2021;Godet;Goana;11;8;10/06/2021;20
2021;Godet;Goana;11;9;31/05/2021;20
2021;Godet;Goana;11;10;01/06/2021;20
2021;Godet;Goana;12;1;06/06/2021;20
2021;Godet;Goana;12;2;13/06/2021;20
2021;Godet;Goana;12;3;05/06/2021;20
2021;Godet;Goana;12;4;14/06/2021;20
2021;Godet;Goana;12;5;13/06/2021;20
2021;Godet;Goana;12;6;31/05/2021;20
2021;Godet;Goana;12;7;19/06/2021;20
2021;Godet;Goana;12;8;19/06/2021;20
2021;Godet;Goana;12;9;13/06/2021;20
2021;Godet;Goana;13;10;17/06/2021;20
2021;Godet;LacBleu;9;1;08/08/2021;20
2021;Godet;LacBleu;9;2;03/08/2021;20
2021;Godet;LacBleu;9;3;01/08/2021;20
2021;Godet;LacBleu;9;4;15/08/2021;20
2021;Godet;LacBleu;9;5;01/08/2021;20
2021;Godet;LacBleu;9;6;24/07/2021;20
2021;Godet;LacBleu;9;7;03/08/2021;20
2021;Godet;LacBleu;9;8;29/07/2021;20
2021;Godet;LacBleu;9;9;08/08/2021;20
2021;Godet;LacBleu;9;10;01/08/2021;20
2021;Godet;LacBleu;10;1;12/08/2021;20
2021;Godet;LacBleu;10;2;25/07/2021;20
2021;Godet;LacBleu;10;3;14/08/2021;20
2021;Godet;LacBleu;10;4;29/07/2021;20
2021;Godet;LacBleu;10;5;31/07/2021;20
2021;Godet;LacBleu;10;6;29/07/2021;20
2021;Godet;LacBleu;10;7;13/08/2021;20
2021;Godet;LacBleu;10;8;24/08/2021;20
2021;Godet;LacBleu;10;9;05/08/2021;20
2021;Godet;LacBleu;10;10;04/08/2021;20
2021;Godet;A17;1;1;24/07/2021;20
2021;Godet;A17;1;2;04/08/2021;20
2021;Godet;A17;1;3;24/07/2021;20
2021;Godet;A17;1;4;24/07/2021;20
2021;Godet;A17;1;5;01/08/2021;20
2021;Godet;A17;1;6;03/08/2021;20
2021;Godet;A17;1;7;28/07/2021;20
2021;Godet;A17;1;8;05/07/2021;20
2021;Godet;A17;1;9;29/07/2021;20
2021;Godet;A17;1;10;05/07/2021;20
2021;Godet;A17;2;1;25/07/2021;20
2021;Godet;A17;2;2;25/07/2021;20
2021;Godet;A17;2;3;05/07/2021;20
2021;Godet;A17;2;4;20/07/2021;20
2021;Godet;A17;2;5;22/07/2021;20
2021;Godet;A17;2;6;25/07/2021;20
2021;Godet;A17;2;7;17/07/2021;20
2021;Godet;A17;2;8;19/07/2021;20
2021;Godet;A17;2;9;19/07/2021;20
2021;Godet;A17;2;10;26/07/2021;20
2021;Godet;Boutou;3;1;25/07/2021;20
2021;Godet;Boutou;3;2;22/07/2021;20
2021;Godet;Boutou;3;3;21/07/2021;20
2021;Godet;Boutou;3;4;27/07/2021;20
2021;Godet;Boutou;3;5;21/07/2021;20
2021;Godet;Boutou;3;6;03/08/2021;20
2021;Godet;Boutou;3;7;03/07/2021;20
2021;Godet;Boutou;3;8;17/08/2021;20
2021;Godet;Boutou;3;9;11/07/2021;20
2021;Godet;Boutou;3;10;15/07/2021;20
2021;Godet;Boutou;4;1;29/07/2021;20
2021;Godet;Boutou;4;2;03/07/2021;20
2021;Godet;Boutou;4;3;03/08/2021;20
2021;Godet;Boutou;4;4;29/07/2021;20
2021;Godet;Boutou;4;5;08/08/2021;20
2021;Godet;Boutou;4;6;06/08/2021;20
2021;Godet;Boutou;4;7;24/07/2021;20
2021;Godet;Boutou;4;8;29/07/2021;20
2021;Godet;Boutou;4;9;19/07/2021;20
2021;Godet;Boutou;4;10;27/07/2021;20
2021;Godet;HYB6;7;1;06/08/2021;20
2021;Godet;HYB6;7;2;21/08/2021;20
2021;Godet;HYB6;7;3;18/08/2021;20
2021;Godet;HYB6;7;4;03/08/2021;20
2021;Godet;HYB6;7;5;14/08/2021;20
2021;Godet;HYB6;7;6;26/08/2021;20
2021;Godet;HYB6;7;7;;20
2021;Godet;HYB6;7;8;03/08/2021;20
2021;Godet;HYB6;7;9;10/08/2021;20
2021;Godet;HYB6;7;10;18/08/2021;20
2021;Godet;HYB6;8;1;30/08/2021;20
2021;Godet;HYB6;8;2;28/08/2021;20
2021;Godet;HYB6;8;3;15/08/2021;20
2021;Godet;HYB6;8;4;10/08/2021;20
2021;Godet;HYB6;8;5;13/08/2021;20
2021;Godet;HYB6;8;6;23/08/2021;20
2021;Godet;HYB6;8;7;14/08/2021;20
2021;Godet;HYB6;8;8;28/07/2021;20
2021;Godet;HYB6;8;9;14/08/2021;20
2021;Godet;HYB6;8;10;25/08/2021;20
2021;Godet;MP1;13;1;29/07/2021;20
2021;Godet;MP1;13;2;02/08/2021;20
2021;Godet;MP1;13;3;30/07/2021;20
2021;Godet;MP1;13;4;04/08/2021;20
2021;Godet;MP1;13;5;10/08/2021;20
2021;Godet;MP1;13;6;12/08/2021;20
2021;Godet;MP1;13;7;17/08/2021;20
2021;Godet;MP1;13;8;11/08/2021;20
2021;Godet;MP1;13;9;27/07/2021;20
2021;Godet;MP1;13;10;02/08/2021;20
2021;Godet;MP1;14;1;28/07/2021;20
2021;Godet;MP1;14;2;29/07/2021;20
2021;Godet;MP1;14;3;31/07/2021;20
2021;Godet;MP1;14;4;06/08/2021;20
2021;Godet;MP1;14;5;05/08/2021;20
2021;Godet;MP1;14;6;09/08/2021;20
2021;Godet;MP1;14;7;09/08/2021;20
2021;Godet;MP1;14;8;30/07/2021;20
2021;Godet;MP1;14;9;31/07/2021;20
2021;Godet;MP1;14;10;17/08/2021;20
2021;Roujol;Divin;1;1;13/06/2021;16
2021;Roujol;Divin;1;2;13/06/2021;16
2021;Roujol;Divin;1;3;05/06/2021;16
2021;Roujol;Divin;1;4;01/06/2021;16
2021;Roujol;Divin;1;5;11/06/2021;16
2021;Roujol;Divin;1;6;07/06/2021;16
2021;Roujol;Divin;1;7;21/06/2021;16
2021;Roujol;Divin;1;8;01/06/2021;16
2021;Roujol;Divin;2;1;05/06/2021;16
2021;Roujol;Divin;2;2;04/06/2021;16
2021;Roujol;Divin;2;3;12/06/2021;16
2021;Roujol;Divin;2;4;11/07/2021;16
2021;Roujol;Divin;2;5;24/06/2021;16
2021;Roujol;Divin;2;6;21/06/2021;16
2021;Roujol;Divin;2;7;12/06/2021;16
2021;Roujol;Divin;2;8;01/06/2021;16
2021;Roujol;ToufiTetea;1;1;31/05/2021;16
2021;Roujol;ToufiTetea;1;2;03/06/2021;16
2021;Roujol;ToufiTetea;1;3;11/06/2021;16
2021;Roujol;ToufiTetea;1;4;03/06/2021;16
2021;Roujol;ToufiTetea;1;5;07/06/2021;16
2021;Roujol;ToufiTetea;1;6;03/06/2021;16
2021;Roujol;ToufiTetea;1;7;03/06/2021;16
2021;Roujol;ToufiTetea;1;8;31/05/2021;16
2021;Roujol;ToufiTetea;2;1;03/06/2021;16
2021;Roujol;ToufiTetea;2;2;07/06/2021;16
2021;Roujol;ToufiTetea;2;3;18/06/2021;16
2021;Roujol;ToufiTetea;2;4;11/06/2021;16
2021;Roujol;ToufiTetea;2;5;01/06/2021;16
2021;Roujol;ToufiTetea;2;6;11/06/2021;16
2021;Roujol;ToufiTetea;2;7;06/06/2021;16
2021;Roujol;ToufiTetea;2;8;03/06/2021;16
2021;Roujol;Plimbite;1;1;19/06/2021;16
2021;Roujol;Plimbite;1;2;01/06/2021;16
2021;Roujol;Plimbite;1;3;14/06/2021;16
2021;Roujol;Plimbite;1;4;20/06/2021;16
2021;Roujol;Plimbite;1;5;14/06/2021;16
2021;Roujol;Plimbite;1;6;10/06/2021;16
2021;Roujol;Plimbite;1;7;01/06/2021;16
2021;Roujol;Plimbite;1;8;14/06/2021;16
2021;Roujol;Plimbite;2;1;16/06/2021;16
2021;Roujol;Plimbite;2;2;21/06/2021;16
2021;Roujol;Plimbite;2;3;27/06/2021;16
2021;Roujol;Plimbite;2;4;20/06/2021;16
2021;Roujol;Plimbite;2;5;01/06/2021;16
2021;Roujol;Plimbite;2;6;16/06/2021;16
2021;Roujol;Plimbite;2;7;16/06/2021;16
2021;Roujol;Plimbite;2;8;09/07/2021;16
2021;Roujol;Cirabel;1;1;05/06/2021;18
2021;Roujol;Cirabel;1;2;11/06/2021;18
2021;Roujol;Cirabel;1;3;02/06/2021;18
2021;Roujol;Cirabel;1;4;03/06/2021;18
2021;Roujol;Cirabel;1;5;03/06/2021;18
2021;Roujol;Cirabel;1;6;31/05/2021;18
2021;Roujol;Cirabel;1;7;28/06/2021;18
2021;Roujol;Cirabel;1;8;29/05/2021;18
2021;Roujol;Cirabel;1;9;17/06/2021;18
2021;Roujol;Cirabel;2;1;03/06/2021;18
2021;Roujol;Cirabel;2;2;18/06/2021;18
2021;Roujol;Cirabel;2;3;06/06/2021;18
2021;Roujol;Cirabel;2;4;10/06/2021;18
2021;Roujol;Cirabel;2;5;09/06/2021;18
2021;Roujol;Cirabel;2;6;09/06/2021;18
2021;Roujol;Cirabel;2;7;31/05/2021;18
2021;Roujol;Cirabel;2;8;03/06/2021;18
2021;Roujol;Cirabel;2;9;07/06/2021;18
2021;Roujol;KL21;1;1;03/06/2021;16
2021;Roujol;KL21;1;2;13/06/2021;16
2021;Roujol;KL21;1;3;21/06/2021;16
2021;Roujol;KL21;1;4;21/06/2021;16
2021;Roujol;KL21;1;5;10/06/2021;16
2021;Roujol;KL21;1;6;27/06/2021;16
2021;Roujol;KL21;1;7;16/06/2021;16
2021;Roujol;KL21;1;8;10/06/2021;16
2021;Roujol;KL21;2;1;28/05/2021;16
2021;Roujol;KL21;2;2;30/08/2021;16
2021;Roujol;KL21;2;3;22/07/2021;16
2021;Roujol;KL21;2;4;11/06/2021;16
2021;Roujol;KL21;2;5;08/06/2021;16
2021;Roujol;KL21;2;6;08/06/2021;16
2021;Roujol;KL21;2;7;16/06/2021;16
2021;Roujol;KL21;2;8;03/06/2021;16
2021;Roujol;Ptris;1;1;01/06/2021;16
2021;Roujol;Ptris;1;2;05/06/2021;16
2021;Roujol;Ptris;1;3;13/06/2021;16
2021;Roujol;Ptris;1;4;10/06/2021;16
2021;Roujol;Ptris;1;5;10/06/2021;16
2021;Roujol;Ptris;1;6;07/06/2021;16
2021;Roujol;Ptris;1;7;05/06/2021;16
2021;Roujol;Ptris;1;8;02/06/2021;16
2021;Roujol;Ptris;2;1;01/06/2021;16
2021;Roujol;Ptris;2;2;05/06/2021;16
2021;Roujol;Ptris;2;3;12/06/2021;16
2021;Roujol;Ptris;2;4;06/06/2021;16
2021;Roujol;Ptris;2;5;16/06/2021;16
2021;Roujol;Ptris;2;6;10/06/2021;16
2021;Roujol;Ptris;2;7;10/06/2021;16
2021;Roujol;Ptris;2;8;12/06/2021;16
2021;Roujol;LacBleu;1;1;22/06/2021;16
2021;Roujol;LacBleu;1;2;04/07/2021;16
2021;Roujol;LacBleu;1;3;26/06/2021;16
2021;Roujol;LacBleu;1;4;19/06/2021;16
2021;Roujol;LacBleu;1;5;24/07/2021;16
2021;Roujol;LacBleu;1;6;17/06/2021;16
2021;Roujol;LacBleu;1;7;21/06/2021;16
2021;Roujol;LacBleu;1;8;16/07/2021;16
2021;Roujol;LacBleu;2;1;30/06/2021;16
2021;Roujol;LacBleu;2;2;24/06/2021;16
2021;Roujol;LacBleu;2;3;23/06/2021;16
2021;Roujol;LacBleu;2;4;;16
2021;Roujol;LacBleu;2;5;28/06/2021;16
2021;Roujol;LacBleu;2;6;29/06/2021;16
2021;Roujol;LacBleu;2;7;29/06/2021;16
2021;Roujol;LacBleu;2;8;05/07/2021;16
2021;Roujol;Sinoua;1;1;21/06/2021;18
2021;Roujol;Sinoua;1;2;07/06/2021;18
2021;Roujol;Sinoua;1;3;06/06/2021;18
2021;Roujol;Sinoua;1;4;04/06/2021;18
2021;Roujol;Sinoua;1;5;14/06/2021;18
2021;Roujol;Sinoua;1;6;11/06/2021;18
2021;Roujol;Sinoua;1;7;11/06/2021;18
2021;Roujol;Sinoua;1;8;13/06/2021;18
2021;Roujol;Sinoua;1;9;10/06/2021;18
2021;Roujol;Sinoua;2;1;01/06/2021;18
2021;Roujol;Sinoua;2;2;07/06/2021;18
2021;Roujol;Sinoua;2;3;04/06/2021;18
2021;Roujol;Sinoua;2;4;04/06/2021;18
2021;Roujol;Sinoua;2;5;08/06/2021;18
2021;Roujol;Sinoua;2;6;04/06/2021;18
2021;Roujol;Sinoua;2;7;09/06/2021;18
2021;Roujol;Sinoua;2;8;11/06/2021;18
2021;Roujol;Sinoua;2;9;01/06/2021;18
2021;Roujol;A6;1;1;03/07/2021;16
2021;Roujol;A6;1;2;02/07/2021;16
2021;Roujol;A6;1;3;20/07/2021;16
2021;Roujol;A6;1;4;20/06/2021;16
2021;Roujol;A6;1;5;03/07/2021;16
2021;Roujol;A6;1;6;05/06/2021;16
2021;Roujol;A6;1;7;30/06/2021;16
2021;Roujol;A6;1;8;06/06/2021;16
2021;Roujol;A6;2;1;07/06/2021;16
2021;Roujol;A6;2;2;29/06/2021;16
2021;Roujol;A6;2;3;04/07/2021;16
2021;Roujol;A6;2;4;29/06/2021;16
2021;Roujol;A6;2;5;07/06/2021;16
2021;Roujol;A6;2;6;27/06/2021;16
2021;Roujol;A6;2;7;21/06/2021;16
2021;Roujol;A6;2;8;06/07/2021;16
2021;Roujol;Gordito;1;1;01/06/2021;16
2021;Roujol;Gordito;1;2;07/06/2021;16
2021;Roujol;Gordito;1;3;19/06/2021;16
2021;Roujol;Gordito;1;4;04/06/2021;16
2021;Roujol;Gordito;1;5;11/06/2021;16
2021;Roujol;Gordito;1;6;04/06/2021;16
2021;Roujol;Gordito;1;7;01/06/2021;16
2021;Roujol;Gordito;1;8;08/06/2021;16
2021;Roujol;Gordito;2;1;10/06/2021;16
2021;Roujol;Gordito;2;2;07/06/2021;16
2021;Roujol;Gordito;2;3;07/06/2021;16
2021;Roujol;Gordito;2;4;14/06/2021;16
2021;Roujol;Gordito;2;5;11/06/2021;16
2021;Roujol;Gordito;2;6;17/06/2021;16
2021;Roujol;Gordito;2;7;03/07/2021;16
2021;Roujol;Gordito;2;8;01/06/2021;16
2021;Roujol;A21;1;1;14/06/2021;16
2021;Roujol;A21;1;2;04/06/2021;16
2021;Roujol;A21;1;3;06/06/2021;16
2021;Roujol;A21;1;4;;16
2021;Roujol;A21;1;5;03/06/2021;16
2021;Roujol;A21;1;6;08/08/2021;16
2021;Roujol;A21;1;7;11/06/2021;16
2021;Roujol;A21;1;8;23/07/2021;16
2021;Roujol;A21;2;1;16/06/2021;16
2021;Roujol;A21;2;2;14/06/2021;16
2021;Roujol;A21;2;3;;16
2021;Roujol;A21;2;4;21/06/2021;16
2021;Roujol;A21;2;5;10/06/2021;16
2021;Roujol;A21;2;6;12/07/2021;16
2021;Roujol;A21;2;7;24/06/2021;16
2021;Roujol;A21;2;8;01/06/2021;16
2021;Roujol;Belep;1;1;13/07/2021;18
2021;Roujol;Belep;1;2;29/05/2021;18
2021;Roujol;Belep;1;3;30/05/2021;18
2021;Roujol;Belep;1;4;18/07/2021;18
2021;Roujol;Belep;1;5;10/06/2021;18
2021;Roujol;Belep;1;6;31/05/2021;18
2021;Roujol;Belep;1;7;07/07/2021;18
2021;Roujol;Belep;1;8;;18
2021;Roujol;Belep;1;9;31/05/2021;18
2021;Roujol;Belep;2;1;;18
2021;Roujol;Belep;2;2;05/06/2021;18
2021;Roujol;Belep;2;3;27/06/2021;18
2021;Roujol;Belep;2;4;17/06/2021;18
2021;Roujol;Belep;2;5;05/06/2021;18
2021;Roujol;Belep;2;6;15/06/2021;18
2021;Roujol;Belep;2;7;01/06/2021;18
