"","Year","Var","Site","DOYemMean","MaxEmRate_obs","FirstEm_obs","code","Steepness","MaxEmRate","MedianEm","em90","em95","FirstEm","DOYem","Latency"
"98","2021","Sinoua","Roujol",22,1,14,"Roujol_2021_Sinoua",6.75302010027186,1,19.688800740176,17.7185574123065,22.4260458518648,1.76991894038245,19.688800740176,1.76991894038245
"99","2021","StVincent","Godet",32,1,17,"Godet_2021_StVincent",5.26080096678743,1,30.1233696557395,35.5080154566012,45.4293959806357,4.400074763052,30.1233696557395,4.400074763052
"100","2021","StVincent","Roujol",36,1,16,"Roujol_2021_StVincent",5.06663322650235,1,35.1401847610609,43.181050547342,55.3635526598733,6.26615757204522,35.1401847610609,6.26615757204522
"101","2021","Tiviolet","Godet",25,1,13,"Godet_2021_Tiviolet",7.03042267707883,1,23.785084046657,20.5106128335884,25.9260908027872,1.8067474063842,23.785084046657,1.8067474063842
"102","2021","Tiviolet","Roujol",21,1,12,"Roujol_2021_Tiviolet",6.144055006755,1,18.4501486466156,18.3685807197579,23.3300309327396,2.14844063038288,18.4501486466156,2.14844063038288
"103","2021","Toki","Godet",22.5,0.85,14,"Godet_2021_Toki",6.83785286652905,0.874598288832684,20.2525636249132,17.9859028059534,22.7549735152776,2.92449496331085,20.2525636249132,2.92449496331085
"104","2021","Toki","Roujol",26,1,16,"Roujol_2021_Toki",6.6176301104926,1,24.396704437747,22.4335194019239,28.4134267275579,2.30224434377011,24.396704437747,2.30224434377011
"105","2021","ToufiTetea","Godet",24,1,17,"Godet_2021_ToufiTetea",11.769429974462,1,23.6380880981948,11.9511682720498,14.9548242383668,0.56863948179087,23.6380880981948,0.56863948179087
"106","2021","ToufiTetea","Roujol",19,1,13,"Roujol_2021_ToufiTetea",7.12535614407237,1,16.5702509601015,14.087880145813,17.8002089172132,1.61397933546912,16.5702509601015,1.61397933546912
"107","2021","Wassa","Godet",23.5,1,13,"Godet_2021_Wassa",5.63698505944784,1,21.5069040988641,23.5036858963117,29.9653131004827,2.770959095937,21.5069040988641,2.770959095937
"108","2021","Wassa","Roujol",26.5,1,20,"Roujol_2021_Wassa",7.69677817890397,1,26.0923639991586,20.4540278190098,25.7878443871751,2.00208442255676,26.0923639991586,2.00208442255676
